,videoId,text,likeCount,published
615,xLPWWv_-gwI,이거보고 2-10깼음!,0,2026-07-27 11:02:26+00:00
547,xLPWWv_-gwI,방치형 게임 (현생 방치),2,2026-07-27 10:58:07+00:00
638,xLPWWv_-gwI,그냥 방치해서 렙올린다음깰란다,0,2026-07-27 10:55:57+00:00
641,xLPWWv_-gwI,난 왜 궁수 장비 만 4렙 3개지?,0,2026-07-27 10:53:39+00:00
567,xLPWWv_-gwI,이거 전사 체력이 너무 높아지면 택틱이 좀 달라지나봄 비틀다 보니 깨졌다,1,2026-07-27 10:52:31+00:00
560,xLPWWv_-gwI,와.... 이렇게까지 해야돼? ㄷㄷㄷㄷ 걍 냅둘래,1,2026-07-27 10:52:08+00:00
606,xLPWWv_-gwI,"그냥 방치형이면 냅두겠는데 창섭이형이 보상 싹다 받으려면 좀 해야한다고 하지 않았음? 그것때문에 다들 최대한 빨리 보상 다 챙기고 신경쓸거 줄이려고 난리인거 같은데
합성 법사템만 주구장창 나와서 전/궁 2928 인데 4티어 장비 1개씩 끼고있고 법사는 13인데 4티어 장비 2개 들고있음 확률 이거 맞음? ㅅㅂ",0,2026-07-27 10:51:19+00:00
561,xLPWWv_-gwI,어차피 현생이슈로 방치 레벨업만 하면 개추... ㅠㅠ 아이템 얻고싶당,0,2026-07-27 10:51:16+00:00
511,xLPWWv_-gwI,경험치 생각하면 2-7이긴한데 3-1에서 5렙 한번씩 주워먹으면 내려가기 쉽지않음ㅋㅋㅋ,2,2026-07-27 10:48:21+00:00
562,xLPWWv_-gwI,3:00 왜이렇게 빨리죽나요!!!!,0,2026-07-27 10:42:49+00:00
543,xLPWWv_-gwI,딱 29 28 18에서 2-10 막혀서 스킬 교체 트라이 연구중이었는데 공략이 올라왔네.,0,2026-07-27 10:37:49+00:00
501,xLPWWv_-gwI,이게 되네.. 덕분에 깼습니다,0,2026-07-27 10:35:01+00:00
568,xLPWWv_-gwI,극단적 고관여 미니게임ㄷㄷ,2,2026-07-27 10:25:24+00:00
1752,WD11kJwi7qk,"넥슨 아이디 해킹 당했는데 문의 하니까 하이퍼 버닝x 다시 못하게 해준다 
문의 답변 10일 걸림 걍 넥슨 손절 침 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ",1,2026-07-27 10:25:01+00:00
587,xLPWWv_-gwI,덕분에 30/30/21로 뚫었습니다!,0,2026-07-27 10:23:15+00:00
559,xLPWWv_-gwI,2-6 전사 25렙 궁수 24렙으로 깨본 결과 전사를 몬스터 거의 다 잡고 죽일 때보다 몬스터 웨이브 초반에 죽였을 때 궁수 피조절이 원활하게 됐습니다. 체감상으로 30~40퍼 정도 까였던거 같습니다. 다들 최소컷 화이팅 하시길~,0,2026-07-27 10:16:00+00:00
508,xLPWWv_-gwI,"방치형은 무슨 하루종일 템깎고 빌드 바꿔보고 딴거 할 시간이 없다
방치 = 이거 정조대임",3,2026-07-27 10:14:00+00:00
592,xLPWWv_-gwI,안깨져서 냅두고 있었는데 빌드 따라 하니까 바로 원트 클 했네;;;;,0,2026-07-27 10:10:56+00:00
623,xLPWWv_-gwI,빌드 보는데 어이가 없네 ㅋㅋㅋㅋㅋㅋ;,0,2026-07-27 10:06:56+00:00
575,xLPWWv_-gwI,장비  3티어가 계속 똑같은것만 나오는데 버그 아니냐고~~~~,2,2026-07-27 09:58:51+00:00
500,xLPWWv_-gwI,자신들이 사랑하는 게임에 한 없이 끝을 봐야 하는 인간의 자연스러운 모습,0,2026-07-27 09:45:52+00:00
633,xLPWWv_-gwI,난 템 1단계만 나와서 이제 4템 3개정도 합성해서 끼는데 4템 풀셋둘둘하는애들 뭐임,0,2026-07-27 09:44:15+00:00
479,xLPWWv_-gwI,"보스는 돌기 싫고 사냥은 귀찮고 울티마는 너무 재밋음
세르니움 입성 헤헤",7,2026-07-27 09:38:12+00:00
540,xLPWWv_-gwI,"공식 메이플 클라 속 방치형 메키, 공식 리부트 밑에 클래식 이렇게 넣어두면 메이플 그냥 개 미친게임될거같은데",0,2026-07-27 09:33:06+00:00
651,xLPWWv_-gwI,노트북 켜두면 터질라그래요...,0,2026-07-27 09:28:30+00:00
476,xLPWWv_-gwI,6:59때 궁수 앞으로 전사 새치기해서 들어와서 속 다뒤집어놓은경험있으면 개추 ㅋㅋ,4,2026-07-27 09:28:29+00:00
520,xLPWWv_-gwI,이거보고 2-10클리어했습니다.. 개추,1,2026-07-27 09:21:29+00:00
656,xLPWWv_-gwI,2-10이미 깨고 보는사람은 개추~,0,2026-07-27 09:20:27+00:00
621,xLPWWv_-gwI,"영상의 2-10 궁수가 받고있는
독 데미지: 1557",0,2026-07-27 09:18:39+00:00
546,xLPWWv_-gwI,헤도로 독만 잘 씹으면 바로 깨지네요 굿굿,0,2026-07-27 09:15:03+00:00
624,xLPWWv_-gwI,이게 이런 게임이었어..?,0,2026-07-27 09:14:11+00:00
524,xLPWWv_-gwI,이미 2-10 깨고 3챕터 하고있으면서 맑음이라 보는 사람이면 개추 ㅋㅋ,1,2026-07-27 09:12:26+00:00
488,xLPWWv_-gwI,2-10 영상 감사합니다 바로 깻네요~,0,2026-07-27 09:10:02+00:00
563,xLPWWv_-gwI,어떻게든 법사 빨리 열려고 2-6에서 궁수 폭시 스위칭하고 전사 아이언 바디 스위칭하면서 아득바득 깼는데ㅋㅋㅋ,0,2026-07-27 09:06:57+00:00
475,xLPWWv_-gwI,"약간 데미지 뜨는거 보는 재미도 있고, 무슨 태그 플레이마냥 전사죽고 궁수죽고 실패직전에 살아나는거 도파민도 재밌고 ㅋㅋㅋㅋㅋ 왜 방치형 게임 하는지 알거같음.. 생각보다 보는 맛이 있었음..",3,2026-07-27 09:03:50+00:00
477,xLPWWv_-gwI,사람들이 너무 열심히 해서 덩달아 나도 열심히 하게 되는 갓겜...,2,2026-07-27 09:02:03+00:00
671,xLPWWv_-gwI,굳이 ㅇㅈㄹ하면서 이벤해야되냐 걍 천천히 할란다,1,2026-07-27 08:58:19+00:00
523,xLPWWv_-gwI,아침에 3-1 깨고 방치하는데 5티 은근 드랍 잘되서 개꿀잼,0,2026-07-27 08:57:42+00:00
589,xLPWWv_-gwI,ㄹㅇ 스팩타클때보다 58000배는 재밌음,1,2026-07-27 08:53:05+00:00
643,xLPWWv_-gwI,이렇게까지 해야돼? 어?,0,2026-07-27 08:52:10+00:00
565,xLPWWv_-gwI,1-7 1분30초 방치 장비 합성만 하면 한달뒤에 마스터 가능?,0,2026-07-27 08:43:18+00:00
613,xLPWWv_-gwI,31 32렙되니까 오히려 2-10 독이 너무빨리나와서 안깨지는데요...,0,2026-07-27 08:41:46+00:00
480,xLPWWv_-gwI,"방치하라고 만들었는데 최적의 효율을 찾아서 방치가 안되게끔 하는 단합력, 어찌보면 도른자들 같고 다른 한편으로는 대단하다라고 생각도 들음",2,2026-07-27 08:41:02+00:00
629,xLPWWv_-gwI,울티마온라인재밌으면 개추 ㅋㅋ,1,2026-07-27 08:39:56+00:00
614,xLPWWv_-gwI,방치형이라며 방치형이라며,0,2026-07-27 08:39:50+00:00
672,xLPWWv_-gwI,"와 개하기싫네
그냥 렙빨로 2-10은 안밀리려나",0,2026-07-27 08:38:44+00:00
678,xLPWWv_-gwI,ㅁㅊ놈들아 ㅋㅋㅋㅋㅋㅋ최소컷깍으로고만든컨텐츠가아니란말이다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,2026-07-27 08:37:11+00:00
490,xLPWWv_-gwI,한국인들이 대단한게 방치형 미니게임을 만들었는데 그걸 여러가지 조합을 짜가며 던전을 깨고 선발대로 가며 최소컷을 해버림 그냥 게임에 진심인 나라 1등,3,2026-07-27 08:36:26+00:00
515,xLPWWv_-gwI,3-4 클리어후 귀찮아서 3-1 자동 주차중인데 5단계 2개 먹었네요. 전 레벨보단 템드랍으로 가고있습니다,0,2026-07-27 08:36:20+00:00
590,xLPWWv_-gwI,"어이 주인장,
3-6 공략이나 올려달라구",0,2026-07-27 08:32:03+00:00
533,xLPWWv_-gwI,레벨 비슷해서 2-10 도전해봤는데 5트 해서 깼어요 굿,0,2026-07-27 08:28:28+00:00
665,xLPWWv_-gwI,힐스왑은 굳이 할 필요 없음. 스킬 바꾸는 시간 2초가 그냥 기다리는 시간보다 긺; 제대로 연구하고 만드셈,1,2026-07-27 08:25:53+00:00
548,xLPWWv_-gwI,이미 3지역 들어가서 그냥 남들 어떻게 하나 구경하러온 메붕이면 개추ㅋㅋ,1,2026-07-27 08:21:05+00:00
529,xLPWWv_-gwI,난 진짜 이것마저 최소컷 하려는 사람들이 정말 무섭다....,2,2026-07-27 08:21:03+00:00
472,xLPWWv_-gwI,방치형이라면서 본메보다 더 빡겜하는게 방치인가 창섭이형!!,2,2026-07-27 08:17:31+00:00
482,xLPWWv_-gwI,"2-10 야무지게 깼다
30 30 20 이여서 영상과 힐 쓰는 타이밍이 조금은 달라서 당황했지만 꿀팁 감사여",0,2026-07-27 08:17:11+00:00
473,xLPWWv_-gwI,"이제 메이플은 울티마 스쿼드 접속기가 되어버렸...
재획도 안하고 이것만 보게 됨 ㅋㅋㅋㅋ",3,2026-07-27 08:15:24+00:00
514,xLPWWv_-gwI,5판 실패하고 짜증나-서 안할까 하다가 6번째 깼네요 ㅋㅋㅋㅋ 이런 보스도 귀찮아서 잘 안 깎는데 딜찎누 아니면  안잡고   방치형을 깍고있네요 ㅋㅋㅋㅋㅋ,0,2026-07-27 08:14:38+00:00
608,xLPWWv_-gwI,미친사람들같아,2,2026-07-27 08:09:40+00:00
570,xLPWWv_-gwI,모동숲도 경제개발 5개년 급으로 해재끼는게 한국인인데 이런거 쯤이야......,0,2026-07-27 08:08:27+00:00
528,xLPWWv_-gwI,샤갈 방치라면서 뭐 이벤트 끝나기 일주일전까지 템 파밍 합성하다 깨라는거야 뭐야 ㅋㅌㅋㅋㅋㅋㅋㅋㅋ,1,2026-07-27 08:07:06+00:00
591,xLPWWv_-gwI,공두줄vs공퍼한줄 뭐가더 좋나요?,0,2026-07-27 08:04:42+00:00
607,xLPWWv_-gwI,"아니 이거 방치겜 아닌가..? 왤케 어렵냐 ㅋㅋㅋㅋㅋㅋㅋ 
글고 맑음찌 이겜 재밌나봐 ㅋㅋㅋㅋ 개인플레이 애정해서 올려둔거봐 ㅋㅋㅋㅋㅋㅋㅋㅋ 귀엽다",3,2026-07-27 08:03:55+00:00
496,xLPWWv_-gwI,"ㅆㅂ 2-10 한틱 차이로 겨우 깸. 전사 부활 겁나 남았는데 
궁수 캐리 오졌다",2,2026-07-27 08:03:35+00:00
585,xLPWWv_-gwI,나는 하루 늦게 시작했는데 이렇게 많이 차이나나,1,2026-07-27 08:00:25+00:00
487,xLPWWv_-gwI,나만 이러던게 아니었구나 ㅋㅋㅋㅋㅋ 권장레벨 무시하고 어떻게든 틈 비집고 최소컷 깎고있었는데 비슷비슷하네 ㅋㅋㅋㅋㅋㅋ,2,2026-07-27 07:59:33+00:00
505,xLPWWv_-gwI,방치할꺼야..방치하게 해줘!! 솔야누스 시간 다되서 사라지는데도 이거누르고있는 내가싫다 ㅠㅠ,3,2026-07-27 07:58:20+00:00
970,1-bqJRQ3XTs,"님들 레테 키보드 매클 이나 마우스 매클 있으면    여전히 임펠 자동됌 저는 8초마다 공속벞 리필 
매클 설정해서 8초마다 임펠 나가서 총 5분 넘긴거 같응",0,2026-07-27 07:56:45+00:00
554,xLPWWv_-gwI,"전사 32 궁수 31 법사 22 에 2-10 그냥 깻습니다 ㅠㅠ
공략법을 알고 햇으면 더빨리 깻을려나 싶네요 ㅠㅠ",0,2026-07-27 07:54:50+00:00
987,1-bqJRQ3XTs,님들 키보드나 마우스 매크로 있으면 5분이상 자동 됩니다,0,2026-07-27 07:54:33+00:00
519,xLPWWv_-gwI,방치형 이라매!!!!!!!!!!!!!!!,1,2026-07-27 07:52:49+00:00
596,xLPWWv_-gwI,방치라며 왜 이러는건데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2,2026-07-27 07:51:02+00:00
1001,1-bqJRQ3XTs,근데 딴겜도 그래 꿀빠는건 바로 막고 ㅈ같은건 오래방치 하는건,0,2026-07-27 07:49:29+00:00
626,xLPWWv_-gwI,1-10 못깨는데 어떻게 깨야되요?,0,2026-07-27 07:39:39+00:00
648,xLPWWv_-gwI,방치겜을 왜이렇게 까지 하시는거죠?,1,2026-07-27 07:38:14+00:00
600,xLPWWv_-gwI,저도  5단계 신발 만들었음 ㅋㅋ,0,2026-07-27 07:36:04+00:00
635,xLPWWv_-gwI,흠 보스전 좀 귀찮네? 그냥 냅두면 깨질 때까지 방치해야지 ㅋㅋ,0,2026-07-27 07:35:52+00:00
485,xLPWWv_-gwI,울티마스쿼드맑음으로 채널 하나 여셔야겠는데요ㅋㅋㅋ,1,2026-07-27 07:34:52+00:00
494,xLPWWv_-gwI,지금 메이플 게임보다 이게 더 작전을 짜야하고 연구해야하고 죽겠네요 신창섭은 그냥 방치 하면 솔에르다 준다고 하더만 왜 이렇게 까지 열심히 하고싶은건지 ㅠㅠ,1,2026-07-27 07:34:46+00:00
617,xLPWWv_-gwI,ㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋ  이거 맞아요? ㅋㅋㅋ,0,2026-07-27 07:34:30+00:00
464,xLPWWv_-gwI,"아니 왜 이렇게 열심히 하냐고 하는데...
사냥보다 재밌는걸 어떡함... 진짜 쥰내 재밌어서 메이플 켜서 사냥은 안 하고 이것만 하고있음",23,2026-07-27 07:30:56+00:00
510,xLPWWv_-gwI,진짜 30분정도했는데 겨우 한번 스턴억까없이 넘어갓어요 ㄳㄳ...........,0,2026-07-27 07:28:58+00:00
644,xLPWWv_-gwI,나 그렇게 빡세게 안한줄알았는데 2-10 깨고 기분 좋았는데 알고보니 선발대더라.. 지금 3-2 깨고 3-1에서 장비 파밍중임ㅋㅋ 5랩 존나 달어 ㅋㅋ,0,2026-07-27 07:23:26+00:00
583,xLPWWv_-gwI,난 울티마 모바일로해서 메이플 이벤트도 같이 할수있게 내줬으면 좋겠음,0,2026-07-27 07:21:46+00:00
603,xLPWWv_-gwI,10공략 개빡세노;;;,0,2026-07-27 07:21:13+00:00
3319,Q-b20FJZ0jQ,18:40 여기 브금 이름 뭔가요 ㅠㅠ 너무좋아요,0,2026-07-27 07:19:44+00:00
582,xLPWWv_-gwI,대충하라고 만든 이벤트를 이렇게까지 해야하나..,1,2026-07-27 07:19:41+00:00
544,xLPWWv_-gwI,극단적 관여겜 ㄷㄷ,1,2026-07-27 07:18:56+00:00
604,xLPWWv_-gwI,4레벨 장비만들어도 계속 활만 뜨는데 이거도 확률조작있냐,1,2026-07-27 07:18:04+00:00
493,xLPWWv_-gwI,덕분에 2-10깨고 3-1보만튀중입니다 감사합니다,0,2026-07-27 07:16:19+00:00
664,xLPWWv_-gwI,이딴게 극단적 저관여.........??????,1,2026-07-27 07:15:18+00:00
555,xLPWWv_-gwI,방치형이라고!!!!,1,2026-07-27 07:14:46+00:00
586,xLPWWv_-gwI,다들...ㅋㅋㅋㅋ 최소컷도전을 하고있어;;,1,2026-07-27 07:11:55+00:00
553,xLPWWv_-gwI,이거 이벤트 한달도 안하는건데 다들 끝나면 어떡할라고 이렇게 난리냐 ㅋㅋㅌㅋ,2,2026-07-27 07:05:54+00:00
507,xLPWWv_-gwI,꿀팁 굿,0,2026-07-27 07:05:47+00:00
578,xLPWWv_-gwI,"폭시 단독 딜인데 평딜은 범위딜이고
차라리 버프가 낫지않나?",0,2026-07-27 07:05:39+00:00
545,xLPWWv_-gwI,아니 이거 그냥 솔에르다랑 조각 먹는거 아님?? 이렇게 까지 깎아야해...?,2,2026-07-27 07:05:18+00:00
610,xLPWWv_-gwI,장비도 뭣같이 나오고 해서 그냥 31 31 21 찍고 폭시에 엔버링크로 2-10 깼습니다,0,2026-07-27 07:03:28+00:00
542,xLPWWv_-gwI,2-10 핵심은 첫 독은 들어가자장착한 힐로 버티고 2번째 독 때는 몸빵으로 버티면서 전사 죽이고 3번째 독 모션 보이자마자 전사를 살리는게 핵심,0,2026-07-27 07:02:11+00:00
577,xLPWWv_-gwI,그냥 방치해두고 이벤트 끝나기 전에 깰게요...,0,2026-07-27 07:01:43+00:00
534,xLPWWv_-gwI,극단적 저관여(스펙터할때보다 갑절로 열심히함),3,2026-07-27 07:01:05+00:00
571,xLPWWv_-gwI,"최소컷 깍는거 존나 재미있으면 개추ㅋㅋㅋㅋ
아니 창섭이형은 이걸 방치하라고 한거임?
진짜 겜알못인 듯ㅋㅋㅋㅋ",1,2026-07-27 07:00:50+00:00
471,xLPWWv_-gwI,방치할려고 했는데  생각보다 ㄱ재밌어서 당황쓰....ㅋㅋㅋㅋㅋㅋㅋ,2,2026-07-27 07:00:26+00:00
627,xLPWWv_-gwI,이렇게 까지 해야하나....? ㅋㅋㅋㅋ,1,2026-07-27 06:57:31+00:00
668,xLPWWv_-gwI,이딴게... 극단적 저관여?,1,2026-07-27 06:57:22+00:00
634,xLPWWv_-gwI,아니 대충해;; 정신나가겟네,2,2026-07-27 06:51:40+00:00
595,xLPWWv_-gwI,이게어딜봐서 방치형이냐!!,1,2026-07-27 06:51:04+00:00
594,xLPWWv_-gwI,난..방치할련다.....,3,2026-07-27 06:49:48+00:00
605,xLPWWv_-gwI,선착순 이벤트도 없는데 그냥 방치 해놓으면 이벤트 끝나기 전에는 모든 컨텐츠 다 깨지않을까..,2,2026-07-27 06:47:56+00:00
569,xLPWWv_-gwI,와 20트해도 안됐는데 이렇게 하니깐 3트만에 깼네요,0,2026-07-27 06:47:52+00:00
467,xLPWWv_-gwI,맑음님 감사합니다! 영상보고 2-10 깼어요!!,0,2026-07-27 06:47:37+00:00
522,xLPWWv_-gwI,"8월 17일까지하는 널널한 이벤트라 지금 못 깨도 하루이틀 뒤면 쉽게 깨집니다. 지금 안 깨진다고 좌절하지 마시고 그냥 마음 편하게 방치해 두세요
물론 저는 20분에 한 번씩 들여다보면서 템 합성하긴 합니다..ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",1,2026-07-27 06:45:09+00:00
639,xLPWWv_-gwI,기본은 방치가 맞지만 핵심구간에선 ㅈㄴ컨트롤해야함 ㅋㅋㅋㅋㅋ 그리고 2-7 4렙장비 도파민이 개쩔어서 경치는 2-4가낫지만 2-7을 하게됨. 3-1은 너무 느려서안함. 참고로 1렙장비 729개합성해야 4렙장비임. 그래서 접속해서 장비나올땐 2-7이고 컴터끄는시간에 2-4돌리는게 효율적임. 3-1에선 5렙 3시간동안 못먹고 개빡쳐서 2-7감 1시간에 4렙장비 2~3개 개꿀임,0,2026-07-27 06:42:26+00:00
579,xLPWWv_-gwI,메이플은 이게 맞아,0,2026-07-27 06:42:18+00:00
677,xLPWWv_-gwI,레벨은 같은데 스탯차이가 엄청나네요..😮 저렇게 맞출 정도로 템이 안나오던데..,0,2026-07-27 06:41:51+00:00
609,xLPWWv_-gwI,3일연속 에페 레어에 4등급 궁수모자만 6개째인 도태남들 개추ㅋㅋ ㅇㄷㄴㅂㅌ,4,2026-07-27 06:41:32+00:00
495,xLPWWv_-gwI,방치형을 최소컷 깎는 사람들ㅋㅋ,16,2026-07-27 06:41:17+00:00
674,xLPWWv_-gwI,진짜 몰라서 그러는데 이거 방치해놓으면 안되는건가요???,2,2026-07-27 06:35:31+00:00
622,xLPWWv_-gwI,방치하라니까 공략 / 최소컷 영상이 난무하노ㅋㅋㅋㅋ,1,2026-07-27 06:34:58+00:00
650,xLPWWv_-gwI,뭔 미니게임이 공략이 개많아,2,2026-07-27 06:33:42+00:00
616,xLPWWv_-gwI,방치하라고...,2,2026-07-27 06:33:33+00:00
478,xLPWWv_-gwI,ㅠㅠㅠㅠ 덕분에 2-10 클리어했어여 감사해요!!!,0,2026-07-27 06:32:57+00:00
657,xLPWWv_-gwI,아니이걸 왜 공략하냐고 ㅋㅋㅋㅋㅋㅋㅋ,1,2026-07-27 06:32:51+00:00
525,xLPWWv_-gwI,다들 울티마에 진심인 사람들ㅋㅋㅋ,1,2026-07-27 06:31:13+00:00
521,xLPWWv_-gwI,"템은 낭만인거같고 진짜 극강의 효율충들은 2-3 이든 2-4든
맑음님 알려준 사이트에서 본인 경험치 효율 제일좋은곳에서 폭렙업 하세요
레벨이 진리고 깡패고 정답임
템 장비 아무리 좋고 공공 4% 뜨고 이난리 쳐도
레벨 1업 더 높은거 앞에서 쪽도 못씀",1,2026-07-27 06:30:49+00:00
512,xLPWWv_-gwI,와 이게 진짜 되네 감사합니다,0,2026-07-27 06:30:47+00:00
620,xLPWWv_-gwI,아니 무슨 미니게임을 이렇게까지해야대,1,2026-07-27 06:28:54+00:00
526,xLPWWv_-gwI,후반부는 전사템 공격력말고 체력이 좋나요?,0,2026-07-27 06:28:34+00:00
598,xLPWWv_-gwI,그냥 숨쉬어서 레벨로 깨야긋다,0,2026-07-27 06:27:56+00:00
637,xLPWWv_-gwI,스펙터할때는 공략봐야 깨는 미니게임이라며 욕하더니 울티마는 알아서 공략부터 찾는 메붕이들,53,2026-07-27 06:27:38+00:00
527,xLPWWv_-gwI,방치겜인데 이렇게까지해서 하고싶진않다 걍 놔두면 언젠간 깨지겠지뭐,2,2026-07-27 06:27:04+00:00
602,xLPWWv_-gwI,아직 1-7돌고잇는데 뭔데 레벨30은 ㅁㅊ,0,2026-07-27 06:26:56+00:00
498,xLPWWv_-gwI,확실한 건 진짜 잘만든 미니게임이긴 한듯 가끔씩 복각해도 좋을정도로,2,2026-07-27 06:26:28+00:00
504,xLPWWv_-gwI,칼바람이랑 스쿼드가 극강의 도파민 조합임 ㅋㅋ 질릴수가없음,9,2026-07-27 06:26:13+00:00
492,xLPWWv_-gwI,오우 앀ㅋㅋㅋㅋㅋㅋㅋ마지막에 궁수 죽을까봐 내가 다 조마조마했넼ㅋㅋㅋㅋㅋㅋㅋ,0,2026-07-27 06:26:00+00:00
532,xLPWWv_-gwI,3-1 2~3시간 맛만보다가 그냥 3-7 빨리가서 6티어 파밍하는게 더 중요하다 생각해서 걍 레벨링중,0,2026-07-27 06:25:32+00:00
618,xLPWWv_-gwI,29 29 17로 거의 3단계 장비로도 되요 참고😅,0,2026-07-27 06:24:58+00:00
628,xLPWWv_-gwI,어차피 미장착으로두나 힐을 껴두나 무슨 차이가 있길래 빼놓는게 더 빠르다는거에요?,0,2026-07-27 06:24:52+00:00
469,xLPWWv_-gwI,31/30/21 인데 못 깨고 있다가 이거 보고 깼습니다ㅠ성불ㅠ,16,2026-07-27 06:23:38+00:00
662,xLPWWv_-gwI,굳이 저렇게 해야되나,0,2026-07-27 06:22:25+00:00
682,xLPWWv_-gwI,2-6은 모르겠고 법사 26렙 찍은 인생 후발대면 개추,0,2026-07-27 06:20:22+00:00
611,xLPWWv_-gwI,에스페시아 3연속 3레어라 한참걸리겟네,1,2026-07-27 06:20:06+00:00
556,xLPWWv_-gwI,방치형이라고 그냥 기다리면 깰 수 있다고 ㅋㅋㅋㅋ,87,2026-07-27 06:18:38+00:00
551,xLPWWv_-gwI,"이게 무슨 방치형임 ㅋㅋㅋㅋㅋ
애초에 스킬 스위칭도 겁나 불편하게 만들어놨는데 왜 다들 쇼컷을 깎고 있냐고 ㅋㅋㅋㅋㅋ
저도 어떻게 비벼서 3-1 자동 돌리고 있긴 한데 ㅋㅋ",1,2026-07-27 06:18:27+00:00
466,xLPWWv_-gwI,ㅋㅋㅋㅋ하다보면 방치게임이 아니게 되버려… 귀찮아서 시드링 스위칭도 안하며 살았는데 이리 스킬 스위칭을 하게 될줄이야,9,2026-07-27 06:17:45+00:00
566,xLPWWv_-gwI,"""극 저관여 방치게임""",5,2026-07-27 06:17:33+00:00
474,xLPWWv_-gwI,방치를 하라고 최소컷 깎지 말고ㅋㅋㅋ,479,2026-07-27 06:17:03+00:00
483,xLPWWv_-gwI,방치형 아니였냐고오오오오오,14,2026-07-27 06:16:27+00:00
576,xLPWWv_-gwI,3-1 보스를 자동으로 돌릴 수 있다면 무조건 여기 추천함. 장비 드랍은 좀 더디지만 간간이 드랍되는 5티어 장비가 그 단점을 깨는 것 같음. 장비 채우는데 시간이 좀 걸리니 이제야 방치형 게임하는 느낌임,8,2026-07-27 06:14:52+00:00
465,xLPWWv_-gwI,7:42 와 궁수 안죽은거 레전드,31,2026-07-27 06:14:38+00:00
584,xLPWWv_-gwI,방치형으로 만들었는데 왜 이렇게까지 하는거야.........,44,2026-07-27 06:13:09+00:00
683,xLPWWv_-gwI,누구나 조각400개 솔에르다 10개 다 먹을 수 있게 한다며..  누구나 주진 않을 거 같은데..,0,2026-07-27 06:12:44+00:00
484,xLPWWv_-gwI,방치형 게임 아니었냐고 ㅋㅋㅋㅋ,14,2026-07-27 06:12:11+00:00
517,xLPWWv_-gwI,3-1 보스보고 맵다시 들어가기 한시간 정도해서 5단계 4개 먹음 할만할지도,1,2026-07-27 06:11:48+00:00
679,xLPWWv_-gwI,초반 손해보기 싫어서 이악물고 빡겜하는게 ㅋㅋ,1,2026-07-27 06:11:36+00:00
518,xLPWWv_-gwI,스킬순서도 이유가 있었구나..ㄷㄷㄷ,0,2026-07-27 06:11:19+00:00
658,xLPWWv_-gwI,이딴게 방치형?,2,2026-07-27 06:09:03+00:00
680,xLPWWv_-gwI,걍 안할게요,0,2026-07-27 06:06:47+00:00
636,xLPWWv_-gwI,딴건 모르겠고 자신이 2-6 못깨서 법사 해금도 못한 타의적 후발대면 개추 ㅋㅋ,335,2026-07-27 06:06:39+00:00
541,xLPWWv_-gwI,❤,0,2026-07-27 06:05:39+00:00
675,xLPWWv_-gwI,1,0,2026-07-27 06:05:39+00:00
681,xLPWWv_-gwI,1,0,2026-07-27 06:05:37+00:00
667,xLPWWv_-gwI,1등,0,2026-07-27 06:05:36+00:00
463,xLPWWv_-gwI,"울티마 스쿼드 2-10 공략 원본입니다
https://www.inven.co.kr/board/maple/5974/6946634
 
* 2-10 공략은 여러가지를 전부 참고해 봤는데
전체적인 풀은 영상으로 만든 공략이 더 넓은 거 같아서 선택했습니다

---------------------------
 
사냥터 효율 보는 사이트
https://hsptests.com/maplesquad/
 
사용법은 던전 한바퀴 돌고
최신 기록을 넣어주시면 TO3까지 자동으로 계산됩니다

* 계산기를 어떻게 사용할지 잘 모르겠는 분들은
울티마 스쿼드 최고 효율 계산기 영상을 참고해주시면 감사하겠습니다
https://youtu.be/jfmHPZofrFI",21,2026-07-27 06:05:20+00:00
1754,WD11kJwi7qk,보마는 별로 인가요??ㅜ,1,2026-07-27 02:57:47+00:00
691,jfmHPZofrFI,맑음님 감사합니다,0,2026-07-27 00:08:05+00:00
805,Kf3X8XakvHk,방어구 5단계 넘어오면서 방어력 확 올랐는데 잠재 방어력 괜찮지 않을까여,0,2026-07-26 19:53:07+00:00
5576,LwHvINCLuvI,하이퍼버닝 삭제하면 새로 보상받을수있는줄 알고 다 받고 삭제해버렸는데 이퍼버닝 1개 더 안주겟죠?,1,2026-07-26 16:44:21+00:00
754,Kf3X8XakvHk,"참고하시면 좋은 울티마 스쿼드 사냥터 효율 계산기 입니다
https://youtu.be/jfmHPZofrFI
 
* 사용법은 영상 한번 보시면서
고정 댓글 참고해주세요!",0,2026-07-26 15:30:46+00:00
8442,f92dfu0biJI,현질 안하고 해보려고 하는데요~,0,2026-07-26 15:30:23+00:00
725,jfmHPZofrFI,월요일부터 시작해도 안늦나요…?,0,2026-07-26 15:12:25+00:00
1756,WD11kJwi7qk,잼이님 트와일라이트 마크를 사긴했는데 유니크로는 어떻게 만드나요? 제가 뉴비라 잘 모르는데 챌린저스 샵에서 메멘토 골드 큐브로 그냥 등업시도하면 되나요?,1,2026-07-26 14:54:27+00:00
1185,1cljEsT6jck,공짜 자석펫도 옵티마 보상에 넣어주지,0,2026-07-26 12:03:39+00:00
